Location,Tv,Air_conditioner,Refrigerator,Water_heater,Modern_Wardrobe,Back_up_power_supply,Gym,Elevator,Modernized_bathrooms,Room size,Number of people in a room,Historical pricing data,Current Price
Kotei,No,No,No,Yes,No,Yes,No,Yes,Yes,1,1,6530,9142.0
Tech junction,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,2,2,4820,6266.0
Newsite,Yes,Yes,No,No,Yes,No,No,Yes,Yes,1,1,6560,7216.000000000001
Boadi,Yes,Yes,No,Yes,Yes,No,Yes,No,No,4,4,2900,3770.0
Tech junction,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,1,1,6620,8606.0
Campus,Yes,No,Yes,No,No,Yes,No,Yes,Yes,1,1,6670,10672.0
Kotei,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,4,4,3210,4494.0
Tech junction,No,No,Yes,Yes,No,Yes,Yes,Yes,No,1,1,6610,8593.0
Campus,Yes,No,Yes,Yes,Yes,No,Yes,No,No,3,3,3900,6240.0
Kotei,Yes,Yes,No,No,Yes,No,No,No,Yes,3,3,3860,5404.0
Bomsu,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,1,1,6620,7282.000000000001
Newsite,Yes,Yes,Yes,Yes,No,No,No,Yes,No,4,4,3060,3366.0000000000005
Tech junction,Yes,Yes,No,No,Yes,No,Yes,No,Yes,2,2,4460,5798.0
Atonsu,Yes,No,No,Yes,No,No,Yes,Yes,No,3,3,3960,5148.0
Newsite,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,1,1,6630,7293.000000000001
Kotei,Yes,No,Yes,No,No,Yes,No,Yes,Yes,2,2,4670,6538.0
Kotei,No,No,Yes,No,No,Yes,No,Yes,No,1,1,6450,9030.0
Boadi,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,2,2,4720,6136.0
Boadi,No,No,Yes,Yes,Yes,No,No,No,Yes,4,4,2820,3666.0
Bomsu,No,Yes,No,Yes,No,No,No,No,No,2,2,4160,4576.0
Tech junction,Yes,Yes,Yes,No,Yes,No,No,No,Yes,1,1,6460,8398.0
Newsite,No,No,No,No,No,No,No,Yes,Yes,1,1,6320,6952.000000000001
Ayeduase,Yes,Yes,Yes,No,No,No,Yes,No,Yes,1,1,6520,9780.0
Kotei,No,No,Yes,Yes,No,Yes,Yes,No,Yes,3,3,4030,5642.0
Newsite,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,2,2,4810,5291.0
Tech junction,No,Yes,No,Yes,Yes,No,No,No,No,4,4,2700,3510.0
Newsite,Yes,No,No,No,Yes,No,Yes,Yes,No,1,1,6440,7084.000000000001
Campus,Yes,Yes,No,Yes,No,Yes,No,No,No,1,1,6410,10256.0
Atonsu,Yes,Yes,No,Yes,No,No,No,No,Yes,2,2,4380,5694.0
Kotei,No,Yes,Yes,No,Yes,No,Yes,No,No,4,4,2840,3975.9999999999995
Newsite,No,No,Yes,No,No,No,Yes,Yes,No,1,1,6400,7040.000000000001
Atonsu,No,Yes,No,No,Yes,Yes,Yes,Yes,No,4,4,3090,4017.0
Campus,No,No,No,Yes,Yes,Yes,Yes,No,Yes,3,3,3970,6352.0
Campus,No,No,No,No,Yes,Yes,No,No,No,4,4,2690,4304.0
Bomsu,Yes,No,Yes,No,No,Yes,No,Yes,No,3,3,4050,4455.0
Tech junction,Yes,No,Yes,No,Yes,Yes,No,No,No,3,3,3890,5057.0
Boadi,Yes,No,Yes,Yes,Yes,No,No,Yes,No,1,1,6500,8450.0
Kotei,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,1,1,6710,9394.0
Boadi,Yes,No,No,No,Yes,Yes,No,No,No,4,4,2790,3627.0
Bomsu,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,1,1,6810,7491.000000000001
Kotei,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,4,4,3170,4438.0
Atonsu,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,1,1,6770,8801.0
Atonsu,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,1,1,6610,8593.0
Ayeduase,Yes,No,Yes,Yes,Yes,No,Yes,No,No,2,2,4400,6600.0
Campus,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,1,1,6700,10720.0
Tech junction,Yes,No,No,Yes,No,Yes,Yes,No,No,2,2,4410,5733.0
Bomsu,Yes,No,No,Yes,Yes,Yes,No,No,Yes,1,1,6470,7117.000000000001
Kotei,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,2,2,4500,6300.0
Tech junction,No,Yes,Yes,Yes,No,No,Yes,No,No,3,3,3860,5018.0
Boadi,Yes,No,Yes,No,No,No,No,No,Yes,3,3,3820,4966.0
Kotei,Yes,No,Yes,No,No,Yes,No,Yes,Yes,4,4,3170,4438.0
Bomsu,No,Yes,Yes,No,Yes,No,No,Yes,No,2,2,4440,4884.0
Boadi,No,Yes,No,Yes,Yes,No,Yes,No,Yes,4,4,2920,3796.0
Newsite,No,No,No,Yes,No,No,No,Yes,No,4,4,2760,3036.0000000000005
Bomsu,No,Yes,Yes,No,Yes,No,Yes,No,No,2,2,4340,4774.0
Boadi,Yes,No,No,No,Yes,No,No,Yes,No,3,3,3840,4992.0
Kotei,Yes,Yes,No,Yes,Yes,No,No,Yes,No,2,2,4500,6300.0
Newsite,No,No,No,Yes,No,Yes,Yes,Yes,Yes,2,2,4630,5093.0
Atonsu,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,3,3,4170,5421.0
Campus,No,Yes,Yes,No,No,No,Yes,No,Yes,3,3,3920,6272.0
Campus,No,No,No,No,Yes,Yes,No,No,No,4,4,2690,4304.0
Bomsu,No,No,No,No,Yes,No,Yes,No,No,1,1,6140,6754.000000000001
Tech junction,No,No,Yes,No,Yes,No,No,No,Yes,4,4,2760,3588.0
Ayeduase,No,No,No,No,Yes,No,No,Yes,No,4,4,2740,4110.0
Boadi,No,No,No,No,No,No,Yes,Yes,No,1,1,6300,8190.0
Campus,No,No,No,Yes,Yes,Yes,Yes,No,Yes,3,3,3970,6352.0
Bomsu,No,No,No,Yes,No,No,No,Yes,No,2,2,4260,4686.0
Kotei,No,Yes,No,Yes,No,No,No,Yes,Yes,3,3,3980,5572.0
Ayeduase,No,Yes,No,No,Yes,Yes,No,No,Yes,1,1,6410,9615.0
Ayeduase,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,2,2,4570,6855.0
Ayeduase,No,Yes,Yes,Yes,No,Yes,No,No,Yes,3,3,4030,6045.0
Tech junction,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,1,1,6570,8541.0
Tech junction,No,Yes,No,Yes,No,Yes,No,No,No,3,3,3810,4953.0
Bomsu,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,4,4,3170,3487.0000000000005
Atonsu,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,3,3,4330,5629.0
Campus,No,No,No,No,Yes,No,Yes,Yes,No,1,1,6340,10144.0
Newsite,Yes,Yes,No,Yes,Yes,No,No,Yes,No,3,3,4000,4400.0
Newsite,No,No,Yes,No,No,Yes,No,No,No,2,2,4250,4675.0
Tech junction,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,2,2,4620,6006.0
Atonsu,Yes,No,Yes,No,No,No,Yes,No,Yes,1,1,6420,8346.0
Tech junction,Yes,Yes,No,Yes,Yes,No,No,Yes,No,3,3,4000,5200.0
Campus,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,1,1,6730,10768.0
Ayeduase,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,1,1,6810,10215.0
Newsite,No,Yes,Yes,No,No,No,Yes,Yes,No,3,3,4000,4400.0
Newsite,Yes,No,Yes,No,No,No,Yes,No,No,4,4,2800,3080.0000000000005
Boadi,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,2,2,4720,6136.0
Newsite,No,No,No,No,Yes,No,No,Yes,No,3,3,3740,4114.0
Ayeduase,Yes,No,No,Yes,Yes,No,Yes,Yes,No,3,3,4000,6000.0
Tech junction,Yes,Yes,No,No,Yes,No,No,No,Yes,1,1,6360,8268.0
Ayeduase,No,Yes,Yes,No,Yes,Yes,No,No,No,1,1,6390,9585.0
Campus,No,Yes,Yes,Yes,No,No,Yes,No,Yes,4,4,2980,4768.0
Tech junction,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,4,4,3160,4108.0
Atonsu,No,Yes,Yes,No,No,Yes,No,No,No,3,3,3850,5005.0
Atonsu,Yes,Yes,Yes,No,No,No,No,Yes,No,4,4,3000,3900.0
Tech junction,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,3,3,4170,5421.0
Newsite,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,1,1,6730,7403.000000000001
Atonsu,No,Yes,No,No,Yes,No,Yes,No,Yes,2,2,4360,5668.0
Boadi,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,4,4,3070,3991.0
Atonsu,No,No,Yes,Yes,No,Yes,Yes,Yes,No,4,4,3110,4043.0
Ayeduase,No,Yes,No,Yes,Yes,No,Yes,No,Yes,3,3,3920,5880.0
Campus,Yes,No,No,Yes,No,Yes,Yes,No,Yes,3,3,4030,6448.0
Campus,No,Yes,Yes,No,Yes,Yes,No,No,Yes,4,4,3010,4816.0
Ayeduase,Yes,Yes,Yes,No,No,Yes,Yes,No,No,1,1,6550,9825.0
Tech junction,No,Yes,Yes,Yes,Yes,No,Yes,No,No,2,2,4400,5720.0
Tech junction,No,No,Yes,No,Yes,No,Yes,Yes,No,1,1,6440,8372.0
Boadi,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,4,4,3210,4173.0
Boadi,No,Yes,No,No,No,Yes,No,Yes,No,1,1,6450,8385.0
Newsite,Yes,No,No,No,No,Yes,No,Yes,No,2,2,4450,4895.0
Campus,Yes,No,Yes,No,Yes,Yes,Yes,No,No,1,1,6490,10384.0
Kotei,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,4,4,3170,4438.0
Kotei,No,No,Yes,Yes,No,Yes,Yes,Yes,No,2,2,4610,6454.0
Tech junction,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,3,3,4210,5473.0
Ayeduase,No,No,Yes,No,Yes,No,Yes,No,No,4,4,2740,4110.0
Kotei,Yes,No,No,No,No,No,No,Yes,No,1,1,6300,8820.0
Kotei,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,4,4,3270,4578.0
Campus,Yes,Yes,Yes,Yes,No,No,No,Yes,No,3,3,4060,6496.0
Tech junction,No,No,Yes,No,Yes,No,Yes,No,Yes,1,1,6360,8268.0
Campus,No,Yes,No,No,No,Yes,No,Yes,No,2,2,4450,7120.0
Boadi,No,No,Yes,No,No,No,No,No,Yes,2,2,4220,5486.0
Tech junction,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,1,1,6710,8723.0
Campus,Yes,No,No,No,No,Yes,Yes,No,Yes,2,2,4470,7152.0
Boadi,No,No,Yes,Yes,No,Yes,Yes,No,Yes,2,2,4530,5889.0
Newsite,Yes,No,No,No,No,Yes,Yes,No,Yes,3,3,3970,4367.0
Ayeduase,No,No,Yes,No,Yes,Yes,Yes,No,Yes,1,1,6510,9765.0
Tech junction,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,4,4,3170,4121.0
Newsite,Yes,No,No,No,No,No,No,Yes,Yes,2,2,4420,4862.0
Campus,No,Yes,Yes,Yes,Yes,No,No,No,No,1,1,6300,10080.0
Kotei,No,Yes,Yes,No,Yes,Yes,No,Yes,No,2,2,4590,6426.0
Campus,Yes,Yes,Yes,No,No,No,Yes,No,No,4,4,2900,4640.0
Boadi,No,No,Yes,No,Yes,No,No,Yes,No,3,3,3840,4992.0
Ayeduase,Yes,Yes,No,No,No,No,Yes,Yes,No,1,1,6500,9750.0
Newsite,No,No,No,No,Yes,No,No,No,No,1,1,6040,6644.000000000001
Ayeduase,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,1,1,6830,10245.0
Ayeduase,No,Yes,Yes,No,Yes,No,Yes,No,Yes,4,4,2960,4440.0
Campus,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,1,1,6640,10624.0
Ayeduase,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,4,4,3230,4845.0
Boadi,No,Yes,Yes,Yes,No,No,No,Yes,Yes,4,4,3080,4004.0
Campus,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,3,3,4170,6672.0
Newsite,Yes,Yes,No,Yes,No,No,Yes,Yes,No,4,4,3060,3366.0000000000005
Campus,Yes,No,Yes,No,Yes,No,Yes,No,No,3,3,3840,6144.0
Campus,No,No,Yes,Yes,Yes,Yes,No,Yes,No,2,2,4550,7280.0
Ayeduase,Yes,Yes,No,No,No,Yes,Yes,No,Yes,3,3,4070,6105.0
Bomsu,No,No,Yes,No,Yes,No,No,No,No,4,4,2640,2904.0000000000005
Kotei,No,No,No,Yes,No,Yes,Yes,Yes,Yes,2,2,4630,6482.0
Campus,Yes,No,Yes,No,Yes,No,Yes,No,Yes,3,3,3960,6336.0
Boadi,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,4,4,3070,3991.0
Newsite,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,2,2,4730,5203.0
Newsite,No,Yes,Yes,No,Yes,No,Yes,No,Yes,1,1,6460,7106.000000000001
Boadi,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,3,3,4110,5343.0
Bomsu,Yes,Yes,No,Yes,No,Yes,No,Yes,No,3,3,4110,4521.0
Campus,Yes,No,Yes,Yes,No,Yes,No,Yes,No,4,4,3110,4976.0
Newsite,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,1,1,6690,7359.000000000001
Boadi,No,No,No,No,Yes,No,Yes,No,Yes,1,1,6260,8138.0
Atonsu,Yes,No,No,No,No,No,Yes,No,No,2,2,4200,5460.0
Bomsu,No,No,Yes,Yes,Yes,No,Yes,Yes,No,2,2,4500,4950.0
Boadi,No,No,No,No,Yes,Yes,Yes,No,Yes,3,3,3910,5083.0
Boadi,No,Yes,Yes,No,No,No,Yes,Yes,Yes,2,2,4620,6006.0
Kotei,Yes,No,No,Yes,No,Yes,No,Yes,Yes,3,3,4130,5782.0
Kotei,No,Yes,Yes,No,Yes,Yes,Yes,No,No,1,1,6490,9086.0
Kotei,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,1,1,6660,9324.0
Bomsu,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,1,1,6770,7447.000000000001
Campus,Yes,Yes,Yes,No,No,Yes,No,Yes,No,4,4,3150,5040.0
Newsite,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,3,3,4160,4576.0
Atonsu,No,Yes,No,No,Yes,No,No,No,Yes,4,4,2760,3588.0
Boadi,Yes,No,Yes,No,No,Yes,Yes,No,No,2,2,4450,5785.0
Ayeduase,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,1,1,6650,9975.0
Bomsu,No,No,Yes,No,No,No,No,Yes,No,2,2,4300,4730.0
Ayeduase,No,No,No,Yes,No,No,Yes,No,Yes,4,4,2780,4170.0
Tech junction,No,No,No,Yes,No,Yes,Yes,No,Yes,3,3,3930,5109.0
Bomsu,Yes,Yes,Yes,No,No,No,No,Yes,Yes,2,2,4620,5082.0
Ayeduase,No,No,No,Yes,Yes,No,No,Yes,Yes,3,3,3920,5880.0
Boadi,No,Yes,No,No,Yes,No,No,Yes,Yes,3,3,3960,5148.0
Tech junction,Yes,No,No,Yes,No,Yes,No,Yes,Yes,3,3,4130,5369.0
Tech junction,No,No,No,Yes,Yes,No,No,Yes,Yes,2,2,4420,5746.0
Newsite,Yes,Yes,Yes,No,No,No,No,No,Yes,2,2,4420,4862.0
Newsite,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,3,3,4170,4587.0
Bomsu,Yes,Yes,No,No,No,No,Yes,No,Yes,2,2,4420,4862.0
Atonsu,Yes,Yes,No,Yes,No,No,No,Yes,Yes,3,3,4080,5304.0
Tech junction,No,Yes,Yes,Yes,No,Yes,No,No,No,3,3,3910,5083.0
Boadi,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,4,4,3120,4056.0
Tech junction,No,Yes,Yes,No,No,No,Yes,No,No,4,4,2800,3640.0
Bomsu,No,No,No,No,Yes,No,No,No,No,2,2,4040,4444.0
Atonsu,Yes,Yes,Yes,Yes,No,No,No,No,No,2,2,4360,5668.0
Ayeduase,Yes,No,Yes,No,Yes,No,No,Yes,Yes,4,4,3060,4590.0
Newsite,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,4,4,3250,3575.0000000000005
Boadi,Yes,No,No,Yes,No,No,Yes,No,No,3,3,3760,4888.0
Boadi,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,3,3,4150,5395.0
Newsite,No,No,Yes,No,Yes,Yes,Yes,Yes,No,3,3,4090,4499.0
Tech junction,No,No,Yes,Yes,Yes,Yes,No,No,No,4,4,2850,3705.0
Bomsu,Yes,No,No,No,Yes,Yes,No,No,No,4,4,2790,3069.0000000000005
Ayeduase,No,No,No,No,Yes,No,No,Yes,Yes,2,2,4360,6540.0
Newsite,No,No,Yes,Yes,Yes,No,No,Yes,No,4,4,2900,3190.0000000000005
Atonsu,No,No,Yes,Yes,Yes,No,Yes,No,Yes,4,4,2920,3796.0
Ayeduase,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,1,1,6550,9825.0
Kotei,Yes,No,No,No,No,Yes,No,Yes,Yes,4,4,3070,4298.0
Tech junction,Yes,Yes,Yes,Yes,No,No,No,No,Yes,1,1,6480,8424.0
Tech junction,No,Yes,Yes,No,No,Yes,No,No,No,3,3,3850,5005.0
Kotei,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4,4,3470,4858.0
Atonsu,Yes,Yes,No,No,Yes,No,Yes,No,Yes,3,3,3960,5148.0
Bomsu,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,3,3,4050,4455.0
Newsite,Yes,No,No,No,No,No,Yes,Yes,Yes,3,3,4020,4422.0
Newsite,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,2,2,4600,5060.0
Campus,No,Yes,No,No,Yes,Yes,No,Yes,No,3,3,3990,6384.0
Bomsu,No,No,Yes,Yes,Yes,Yes,No,No,No,1,1,6350,6985.000000000001
Boadi,Yes,No,No,No,No,Yes,No,No,Yes,2,2,4370,5681.0
Tech junction,Yes,No,No,No,No,No,Yes,No,No,4,4,2700,3510.0
Bomsu,Yes,No,Yes,No,No,Yes,No,No,Yes,2,2,4470,4917.0
Ayeduase,No,Yes,No,Yes,No,Yes,No,Yes,No,4,4,3010,4515.0
Newsite,Yes,Yes,Yes,Yes,No,Yes,No,No,No,3,3,4010,4411.0
Newsite,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,4,4,3150,3465.0000000000005
Newsite,Yes,No,No,No,No,Yes,No,No,No,2,2,4250,4675.0
Ayeduase,Yes,No,Yes,Yes,No,No,Yes,Yes,No,1,1,6560,9840.0
Newsite,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,4,4,3210,3531.0000000000005
Newsite,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,3,3,4070,4477.0
Tech junction,Yes,No,No,No,No,No,Yes,No,Yes,3,3,3820,4966.0
Bomsu,Yes,Yes,No,No,Yes,No,No,Yes,No,3,3,3940,4334.0
Ayeduase,No,Yes,No,Yes,No,No,No,Yes,No,1,1,6360,9540.0
Ayeduase,No,No,No,No,No,Yes,Yes,Yes,No,1,1,6450,9675.0
Newsite,Yes,Yes,No,No,Yes,No,Yes,Yes,No,3,3,4040,4444.0
Atonsu,No,Yes,No,No,Yes,No,No,No,Yes,1,1,6260,8138.0
Tech junction,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,4,4,3330,4329.0
Bomsu,Yes,No,Yes,No,No,Yes,Yes,No,Yes,2,2,4570,5027.0
Campus,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,3,3,4370,6992.0
Ayeduase,Yes,No,No,No,No,No,Yes,No,Yes,1,1,6320,9480.0
Ayeduase,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,3,3,4270,6405.0
Boadi,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,3,3,4110,5343.0
Bomsu,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,2,2,4670,5137.0
Atonsu,No,No,No,No,No,Yes,No,No,No,2,2,4150,5395.0
Ayeduase,Yes,No,No,No,Yes,Yes,Yes,Yes,No,3,3,4090,6135.0
Tech junction,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,4,4,3140,4082.0
Newsite,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,3,3,4090,4499.0
Ayeduase,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,1,1,6770,10155.0
Bomsu,Yes,No,No,No,Yes,Yes,Yes,No,Yes,4,4,3010,3311.0000000000005
Kotei,No,No,Yes,No,Yes,No,Yes,No,No,1,1,6240,8736.0
Tech junction,No,Yes,Yes,No,No,Yes,Yes,No,Yes,2,2,4570,5941.0
Atonsu,No,No,Yes,Yes,Yes,Yes,No,No,No,1,1,6350,8255.0
Newsite,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,4,4,3370,3707.0000000000005
Newsite,No,No,No,No,Yes,Yes,No,Yes,Yes,4,4,3010,3311.0000000000005
Atonsu,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,4,4,3270,4251.0
Kotei,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,2,2,4820,6748.0
Kotei,No,No,No,No,No,Yes,No,No,Yes,2,2,4270,5978.0
Boadi,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,1,1,6650,8645.0
Boadi,Yes,No,Yes,Yes,No,No,No,Yes,Yes,4,4,3080,4004.0
Tech junction,No,No,Yes,Yes,No,No,No,No,No,1,1,6160,8008.0
Tech junction,Yes,Yes,No,No,No,No,Yes,Yes,No,1,1,6500,8450.0
Kotei,No,No,Yes,Yes,Yes,No,Yes,No,No,1,1,6300,8820.0
Ayeduase,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,4,4,3270,4905.0
Campus,No,No,Yes,No,No,Yes,Yes,No,No,2,2,4350,6960.0
Campus,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,1,1,6750,10800.0
Newsite,No,No,Yes,Yes,Yes,Yes,No,No,No,2,2,4350,4785.0
Kotei,Yes,No,No,No,Yes,No,No,No,No,3,3,3640,5096.0
Newsite,No,Yes,No,Yes,Yes,No,Yes,No,No,2,2,4300,4730.0
Boadi,No,No,No,No,Yes,No,No,No,No,3,3,3540,4602.0
Bomsu,No,No,No,No,Yes,No,No,No,No,2,2,4040,4444.0
Ayeduase,No,No,No,Yes,No,No,No,No,No,3,3,3560,5340.0
Atonsu,Yes,Yes,No,No,Yes,Yes,No,Yes,No,1,1,6590,8567.0
Newsite,Yes,Yes,No,Yes,No,Yes,No,No,Yes,4,4,3030,3333.0000000000005
Campus,No,Yes,No,Yes,Yes,No,Yes,No,Yes,4,4,2920,4672.0
Atonsu,No,No,Yes,No,Yes,Yes,Yes,No,Yes,1,1,6510,8463.0
Tech junction,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,2,2,4600,5980.0
Atonsu,Yes,Yes,Yes,No,No,Yes,No,No,Yes,3,3,4070,5291.0
Newsite,No,Yes,Yes,No,No,Yes,No,Yes,Yes,1,1,6670,7337.000000000001
Kotei,No,No,Yes,No,Yes,Yes,Yes,No,Yes,2,2,4510,6314.0
Atonsu,Yes,Yes,No,No,No,Yes,Yes,No,No,3,3,3950,5135.0
Tech junction,Yes,No,No,No,Yes,No,No,Yes,No,3,3,3840,4992.0
Newsite,Yes,Yes,Yes,Yes,No,No,No,Yes,No,4,4,3060,3366.0000000000005
Newsite,No,No,Yes,No,No,No,Yes,No,No,4,4,2700,2970.0000000000005
Kotei,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,4,4,3230,4522.0
Tech junction,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,2,2,4630,6019.0
Ayeduase,Yes,Yes,No,Yes,No,Yes,No,No,No,3,3,3910,5865.0
Bomsu,Yes,No,Yes,No,No,Yes,Yes,Yes,No,1,1,6650,7315.000000000001
Ayeduase,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,3,3,4070,6105.0
Kotei,No,Yes,No,Yes,Yes,No,No,Yes,No,2,2,4400,6160.0
Kotei,No,No,Yes,Yes,No,No,No,Yes,No,3,3,3860,5404.0
Newsite,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,2,2,4830,5313.0
Atonsu,Yes,No,Yes,Yes,No,No,No,No,No,2,2,4260,5538.0
Newsite,Yes,No,Yes,Yes,No,No,Yes,No,No,1,1,6360,6996.000000000001
Atonsu,No,Yes,No,Yes,No,No,No,Yes,Yes,1,1,6480,8424.0
Campus,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,4,4,3210,5136.0
Bomsu,No,No,No,Yes,Yes,No,No,No,Yes,2,2,4220,4642.0
Kotei,No,No,No,Yes,No,No,No,Yes,No,4,4,2760,3863.9999999999995
Newsite,No,Yes,No,No,No,No,Yes,No,Yes,4,4,2820,3102.0000000000005
Boadi,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,3,3,4150,5395.0
Tech junction,No,No,No,Yes,No,Yes,Yes,No,Yes,3,3,3930,5109.0
Atonsu,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,4,4,3150,4095.0
Ayeduase,Yes,No,Yes,No,Yes,Yes,No,No,Yes,3,3,4010,6015.0
Kotei,Yes,No,Yes,No,Yes,No,No,Yes,Yes,4,4,3060,4284.0
Ayeduase,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,1,1,6650,9975.0
Boadi,No,Yes,No,No,Yes,Yes,No,No,No,3,3,3790,4927.0
Boadi,No,Yes,No,No,No,No,No,Yes,No,3,3,3800,4940.0
Tech junction,No,Yes,No,No,No,No,No,No,No,2,2,4100,5330.0
Atonsu,No,Yes,No,No,No,No,Yes,No,No,4,4,2700,3510.0
Kotei,Yes,Yes,Yes,No,No,Yes,No,No,No,3,3,3950,5530.0
Atonsu,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,1,1,6790,8827.0
Boadi,No,No,Yes,Yes,No,No,No,No,No,1,1,6160,8008.0
Tech junction,No,No,Yes,No,No,No,Yes,Yes,No,3,3,3900,5070.0
Campus,No,No,No,Yes,Yes,No,No,No,Yes,4,4,2720,4352.0
Newsite,No,Yes,Yes,No,No,No,No,No,Yes,3,3,3820,4202.0
Newsite,Yes,Yes,No,Yes,No,Yes,No,No,No,2,2,4410,4851.0
Newsite,No,No,Yes,No,Yes,Yes,Yes,Yes,No,1,1,6590,7249.000000000001
Kotei,No,Yes,No,No,Yes,No,No,Yes,Yes,2,2,4460,6244.0
Atonsu,No,No,Yes,Yes,Yes,No,No,No,No,4,4,2700,3510.0
Ayeduase,No,No,No,No,Yes,No,Yes,No,Yes,4,4,2760,4140.0
Ayeduase,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,2,2,4770,7155.0
Ayeduase,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,2,2,4560,6840.0
Kotei,No,No,Yes,Yes,Yes,No,Yes,Yes,No,1,1,6500,9100.0
Ayeduase,No,No,No,No,No,No,No,Yes,Yes,1,1,6320,9480.0
Atonsu,No,No,Yes,No,No,Yes,Yes,Yes,Yes,3,3,4170,5421.0
Ayeduase,Yes,No,No,Yes,No,No,Yes,Yes,Yes,1,1,6580,9870.0
